Topic1,Topic2,Topic3,Topic4,Automated_topic_id,Filename
0.6009886860847473,0.013773872517049313,0.145097553730011,0.24013985693454742,0,ga-avondaleestates_civicplus_06092020-1044.txt
0.06839276850223541,0.006262330804020166,0.9189478754997253,0.0063969590701162815,2,ca-wrcog_civicplus_06102020-422.txt
0.9741038084030151,0.005904949735850096,0.01072576455771923,0.009265458211302757,0,ny-mamakating_civicplus_06092020-770.txt
0.8534104228019714,0.04663752019405365,0.06797875463962555,0.03197334334254265,0,tx-kemah_civicplus_06102020-442.txt
0.8573407530784607,0.00891147367656231,0.11718924343585968,0.016558492556214333,0,ia-hardincounty_civicplus_06102020-1725.txt
0.9532933831214905,0.0037422652821987867,0.023448731750249863,0.0195156242698431,0,de-newcastlecounty_civicplus_06112020-1918.txt
0.935825765132904,0.017944686114788055,0.028211811557412148,0.01801770180463791,0,ct-enfield2_civicplus_06102020-3965.txt
0.9495353102684021,0.017460012808442116,0.021867236122488976,0.01113736443221569,0,ca-southgate_civicplus_06112020-1410.txt
0.8566103577613831,0.020312072709202766,0.07851550728082657,0.04456206038594246,0,nc-carrboro_civicplus_06102020-3798.txt
0.02287576161324978,0.006701871752738953,0.8603445887565613,0.11007776111364365,2,il-skokie_civicplus_06102020-1005.txt
0.9063901305198669,0.013854351826012135,0.008557201363146305,0.07119833678007126,0,tx-plano2_civicplus_06112020-3349.txt
0.8023849725723267,0.11633016914129257,0.055042143911123276,0.026242701336741447,0,nc-yadkincounty_civicplus_06112020-626.txt
0.9419048428535461,0.018352892249822617,0.0130373015999794,0.026704952120780945,0,ma-northampton_civicplus_06102020-4909.txt
0.8885154724121094,0.06231100857257843,0.018815839663147926,0.03035769797861576,0,sd-pierre_civicplus_06092020-1679.txt
0.9346240758895874,0.009720376692712307,0.016501501202583313,0.03915402665734291,0,ct-clinton_civicplus_06102020-5654.txt
0.5798958539962769,0.1905997097492218,0.18210528790950775,0.04739919304847717,0,fl-jupiter2_civicplus_06162020-1000.txt
0.9883567690849304,0.004498706664890051,0.003968382254242897,0.0031761308200657368,0,nv-nyecounty_civicplus_06112020-3263.txt
0.9495176672935486,0.009441569447517395,0.02308465912938118,0.017956096678972244,0,ut-highlandcity_civicplus_06092020-550.txt
0.6207236647605896,0.1649545282125473,0.00950455293059349,0.2048172652721405,0,va-colonialheights2_civicplus_06092020-403.txt
0.9756270051002502,0.005761571694165468,0.005780605133622885,0.012830852530896664,0,ca-ventura_civicplus_06092020-2190.txt
0.9383445978164673,0.026748480275273323,0.019054055213928223,0.01585286483168602,0,md-wicomicocounty_civicplus_06102020-685.txt
0.7932813763618469,0.0264457855373621,0.04553532600402832,0.1347375363111496,0,wi-riverfalls2_civicplus_06092020-907.txt
0.9687744379043579,0.00998988002538681,0.009822800755500793,0.011412831954658031,0,ut-summitcounty_civicplus_06092020-2447.txt
0.8885644674301147,0.10569483786821365,0.0029908374417573214,0.0027497969567775726,0,nv-whitepinecounty2_civicplus_06102020-1297.txt
0.9025218486785889,0.0021013093646615744,0.015087945386767387,0.08028887212276459,0,nc-northwilkesboro_civicplus_06112020-127.txt
0.9763047695159912,0.010137065313756466,0.006576325744390488,0.006981837563216686,0,ma-middleborough_civicplus_06162020-1290.txt
0.5160250067710876,0.3845742642879486,0.056386444717645645,0.0430142767727375,0,ca-anaheim_civicplus_06112020-746.txt
0.9610182642936707,0.013042326085269451,0.009526852518320084,0.016412576660513878,0,ia-pella2_civicplus_06092020-211.txt
0.9704883098602295,0.010608288459479809,0.009889299981296062,0.009014114737510681,0,il-deerfield_civicplus_06152020-671.txt
0.6398646235466003,0.3130098879337311,0.021949991583824158,0.02517552673816681,0,il-belleville2_civicplus_06092020-2244.txt
0.9731655120849609,0.00900925975292921,0.009449174627661705,0.008376039564609528,0,ma-ipswich_civicplus_06102020-4741.txt
0.6630662083625793,0.025812136009335518,0.02232176810503006,0.28879985213279724,0,wi-riverfalls_civicplus_06092020-909.txt
0.8988580107688904,0.039045803248882294,0.02987038902938366,0.03222575783729553,0,il-aurora_civicplus_06162020-2301.txt
0.8820286989212036,0.043880876153707504,0.034120794385671616,0.03996965289115906,0,wa-piercecounty2_civicplus_06102020-1293.txt
0.8891300559043884,0.015662875026464462,0.08467365056276321,0.010533403605222702,0,vt-milton_civicplus_06102020-459.txt
0.971602201461792,0.0035967587027698755,0.005918528884649277,0.018882526084780693,0,mo-wildwood_civicplus_06112020-1641.txt
0.7439361810684204,0.1827424317598343,0.042352087795734406,0.030969321727752686,0,fl-jupiter2_civicplus_06092020-949.txt
0.4308517873287201,0.1910013109445572,0.11035814881324768,0.26778876781463623,0,tx-shenandoah_civicplus_06102020-292.txt
0.9603924751281738,0.011912301182746887,0.016400247812271118,0.011294948868453503,0,ma-wilbraham_civicplus_06102020-3119.txt
0.05402486398816109,0.0002762402582447976,0.06197850778698921,0.883720338344574,3,sc-beaufort_civicplus_06102020-831.txt
0.9696153402328491,0.0057079684920609,0.008242265321314335,0.016434453427791595,0,nj-edgewater_civicplus_06162020-396.txt
0.9796222448348999,0.00537906214594841,0.005739445798099041,0.009259281679987907,0,ut-summitcounty2_civicplus_06092020-2457.txt
0.6115399599075317,0.13430121541023254,0.13305094838142395,0.12110784649848938,0,tx-galveston2_civicplus_06112020-3435.txt
0.4683043956756592,0.4929145872592926,0.027312541380524635,0.011468461714684963,1,in-valparaisoutilities_civicplus_06092020-155.txt
0.9721899032592773,0.008916170336306095,0.009695306420326233,0.009198608808219433,0,mi-waterford_civicplus_06162020-774.txt
0.6603708863258362,0.007761932443827391,0.009455544874072075,0.3224116861820221,0,ut-kaysville_civicplus_06112020-515.txt
0.9415940046310425,0.013157481327652931,0.01171424612402916,0.033534228801727295,0,ky-crestviewhills_civicplus_06112020-346.txt
0.9143372774124146,0.017639219760894775,0.05240926146507263,0.015614175237715244,0,ma-lincoln2_civicplus_06102020-3493.txt
0.00038108197622932494,0.0005809183930978179,0.8996267914772034,0.09941118955612183,2,tx-fairoaksranch2_civicplus_06122020-236.txt
0.9112182855606079,0.024626560509204865,0.043905604630708694,0.020249508321285248,0,ca-delmar_civicplus_06162020-2449.txt
0.736205518245697,0.060271091759204865,0.18570083379745483,0.017822550609707832,0,mi-portage_civicplus_06092020-640.txt
0.5727648735046387,0.0528096929192543,0.3393940329551697,0.03503139689564705,0,ca-montereypark_civicplus_06102020-2145.txt
0.19055378437042236,0.14642870426177979,0.44421347975730896,0.2188040018081665,2,ca-clearlake_civicplus_06092020-473.txt
0.4722706079483032,0.0006756665534339845,0.015267168171703815,0.5117865800857544,3,ms-starkville_civicplus_06092020-576.txt
0.9887364506721497,0.003796511795371771,0.0038967870641499758,0.0035702877212315798,0,ca-losgatos2_civicplus_06102020-1692.txt
0.9650586843490601,0.0145103232935071,0.013164022006094456,0.007266988977789879,0,oh-tippcity_civicplus_06102020-310.txt
0.5193156003952026,0.17673398554325104,0.002074723830446601,0.30187565088272095,0,tx-lamarque_civicplus_06112020-1225.txt
0.7573462724685669,0.049846503883600235,0.1573341190814972,0.035473138093948364,0,mi-muskegoncounty_civicplus_06092020-1245.txt
0.809910237789154,0.012734027579426765,0.16381604969501495,0.01353971567004919,0,ia-hardincounty_civicplus_06102020-1727.txt
0.9076221585273743,0.043256502598524094,0.024209536612033844,0.024911800399422646,0,oh-prairietownship2_civicplus_06092020-631.txt
0.9276793599128723,0.029791664332151413,0.021527960896492004,0.021001014858484268,0,ct-madison_civicplus_06102020-2784.txt
0.9723829030990601,0.007503805216401815,0.008046041242778301,0.012067250907421112,0,wi-elmgrove2_civicplus_06092020-969.txt
0.8567520976066589,0.02031116560101509,0.0779784768819809,0.04495823755860329,0,nc-carrboro2_civicplus_06102020-3798.txt
0.9504825472831726,0.017823761329054832,0.006645447574555874,0.02504829131066799,0,tx-leaguecity5_civicplus_06092020-154.txt
0.9526898860931396,0.007742114365100861,0.023788664489984512,0.01577933505177498,0,mn-goodhuecounty2_civicplus_06092020-1377.txt
0.9573776125907898,0.015169765800237656,0.012236085720360279,0.015216516330838203,0,mo-springfield_civicplus_06092020-3698.txt
0.9607101678848267,0.0024132688995450735,0.0293789841234684,0.007497568614780903,0,va-rockbridgecounty_civicplus_06102020-643.txt
0.9831833243370056,0.00477961590513587,0.005871598143130541,0.006165437866002321,0,va-fredericksburg_civicplus_06102020-1288.txt
0.9511725902557373,0.0062597948126494884,0.023059813305735588,0.019507840275764465,0,ma-southhadley_civicplus_06152020-3766.txt
0.000294935773126781,0.0003264553379267454,0.9986441135406494,0.0007344729965552688,2,tn-gallatin_civicplus_06092020-381.txt
0.8988709449768066,0.039032962173223495,0.029870379716157913,0.032225754112005234,0,il-aurora_civicplus_06102020-2304.txt
0.8989311456680298,0.02796679548919201,0.054907191544771194,0.018194859847426414,0,ks-franklincounty_civicplus_06102020-1464.txt
0.0313723050057888,0.11715643852949142,0.689642608165741,0.16182859241962433,2,fl-milton_civicplus_06092020-420.txt
0.7797654271125793,0.11133620887994766,0.041863732039928436,0.06703464686870575,0,tx-livingston_civicplus_06092020-97.txt
0.5313758254051208,0.00040512147825211287,0.46051931381225586,0.007699725218117237,0,pa-westwhiteland_civicplus_06092020-810.txt
0.24940627813339233,0.047277241945266724,0.6380211114883423,0.06529536843299866,2,pa-westwhiteland_civicplus_06092020-804.txt
0.9533374905586243,0.016309402883052826,0.015659552067518234,0.014693488366901875,0,ma-ipswich_civicplus_06092020-4736.txt
0.9578791856765747,0.01446338091045618,0.014800128526985645,0.012857295572757721,0,va-pagecounty_civicplus_06092020-592.txt
0.00018397823441773653,0.0001291143271373585,0.9995220899581909,0.0001648038305575028,2,wi-shorewood_civicplus_06102020-1417.txt
0.9634239673614502,0.010105468332767487,0.015480350703001022,0.010990229435265064,0,wi-shorewood_civicplus_06102020-1416.txt
0.9211211204528809,0.012215265072882175,0.024438632652163506,0.0422249361872673,0,vt-shelburne_civicplus_06112020-1588.txt
0.4106859266757965,0.13911768794059753,0.0029475027695298195,0.4472489356994629,3,va-waynesboro_civicplus_06122020-1036.txt
0.526099443435669,0.43808698654174805,0.0182018019258976,0.01761174015700817,0,ma-manchesterbythesea_civicplus_06102020-2068.txt
0.7376918792724609,0.08066928386688232,0.08257664740085602,0.0990622341632843,0,mi-sterlingheights2_civicplus_06162020-1613.txt
0.9769026041030884,0.006899162195622921,0.007154902908951044,0.0090432558208704,0,ca-patterson_civicplus_06112020-798.txt
0.7258991599082947,0.11179476976394653,0.11260294914245605,0.04970316216349602,0,mo-joplin2_civicplus_06102020-2147.txt
0.9786257147789001,0.008225404657423496,0.006833381950855255,0.006315527483820915,0,ca-losaltoshills_civicplus_06162020-1585.txt
0.8771622180938721,0.07431914657354355,0.02460213378071785,0.023916495963931084,0,oh-westlake_civicplus_06152020-827.txt
0.9464175701141357,0.01696847938001156,0.021631330251693726,0.014982646331191063,0,ct-enfield2_civicplus_06102020-3972.txt
0.6822461485862732,0.3042224943637848,0.006468379870057106,0.007062993012368679,0,ks-atchisoncounty3_civicplus_06092020-822.txt
0.9746184349060059,0.009040175005793571,0.00796052347868681,0.00838085450232029,0,mi-canton_civicplus_06112020-519.txt
0.032189030200242996,0.004748966544866562,0.9624611735343933,0.0006008652271702886,2,mn-blueearthcounty_civicplus_06092020-201.txt
0.9374269247055054,0.013395329006016254,0.02000158466398716,0.029176218435168266,0,tn-manchester_civicplus_06152020-832.txt
0.3028036653995514,0.015276278369128704,0.6624736189842224,0.0194464772939682,2,wi-sawyercounty_civicplus_06102020-1324.txt
0.8102710843086243,0.1555233597755432,0.020971477031707764,0.013234113343060017,0,ma-southhadley_civicplus_06102020-3768.txt
0.9321960210800171,0.018831267952919006,0.02881707437336445,0.020155664533376694,0,pa-upperprovidencetownship_civicplus_06112020-469.txt
0.9646643996238708,0.01529947854578495,0.007713030558079481,0.012323068454861641,0,il-carbondale_civicplus_06102020-1177.txt
0.9606457352638245,0.017686011269688606,0.011192443780601025,0.010475858114659786,0,nh-lebanon_civicplus_06152020-2189.txt
0.883227527141571,0.03693663328886032,0.018595753237605095,0.061240047216415405,0,ma-concord_civicplus_06092020-7740.txt
0.4020761549472809,0.011596119962632656,0.06009029224514961,0.526237428188324,3,ut-kaysville_civicplus_06112020-514.txt
0.4649295210838318,0.397108256816864,0.12432822585105896,0.013633990660309792,0,oh-swaco_civicplus_06092020-65.txt
0.905646026134491,0.027407722547650337,0.040103670209646225,0.02684261091053486,0,il-belleville2_civicplus_06092020-2247.txt
0.9112080931663513,0.024626806378364563,0.04391569644212723,0.02024943381547928,0,ca-delmar_civicplus_06112020-2448.txt
0.9820787310600281,0.006166714243590832,0.006200073286890984,0.005554453004151583,0,nj-plainsboro_civicplus_06152020-514.txt
0.9185273051261902,0.02589743211865425,0.020471438765525818,0.035103797912597656,0,ks-jeffersoncounty2_civicplus_06152020-489.txt
0.973281741142273,0.009233970195055008,0.00886946264654398,0.008614785969257355,0,ma-middleton_civicplus_06102020-1659.txt
0.9368036389350891,0.021050065755844116,0.020525438711047173,0.0216208603233099,0,ga-dadecounty_civicplus_06112020-298.txt
0.9629492163658142,0.011160292662680149,0.011948314495384693,0.01394216064363718,0,ut-summitcounty2_civicplus_06092020-2446.txt
0.0018942165188491344,0.5283991098403931,0.45475953817367554,0.014947153627872467,1,pa-westwhiteland_civicplus_06102020-811.txt
0.9323371648788452,0.023281073197722435,0.02457592263817787,0.019805829972028732,0,oh-miamitownship_civicplus_06092020-805.txt
0.17113344371318817,0.03018343448638916,0.652788519859314,0.1458946168422699,2,tx-farmersbranch_civicplus_06092020-1269.txt
0.9691023826599121,0.009775924496352673,0.0055919550359249115,0.01552975457161665,0,wa-piercecounty2_civicplus_06102020-1294.txt
0.9414548277854919,0.017135804519057274,0.01949702389538288,0.02191234566271305,0,mo-stcharlescounty_civicplus_06112020-1205.txt
0.6774952411651611,0.2891410291194916,0.015508183278143406,0.017855584621429443,0,mi-stclairshores2_civicplus_06092020-1171.txt
0.8892031908035278,0.016568509861826897,0.06901005655527115,0.025218220427632332,0,mo-springfield_civicplus_06092020-3702.txt
0.9445232152938843,0.01580733060836792,0.013801800087094307,0.025867637246847153,0,va-suffolk_civicplus_06102020-2455.txt
0.26876750588417053,0.021498216316103935,0.19475114345550537,0.5149831771850586,3,ks-parkcity2_civicplus_06092020-186.txt
0.7800077199935913,0.10023555159568787,0.014344568364322186,0.10541219264268875,0,wi-lodi_civicplus_06092020-1297.txt
0.9716290235519409,0.0035968017764389515,0.0059187826700508595,0.018855419009923935,0,mo-wildwood2_civicplus_06112020-1641.txt
0.6844595670700073,0.2285909652709961,0.048900753259658813,0.03804865479469299,0,ny-livingstoncounty2_civicplus_06102020-663.txt
0.3027184307575226,0.014690034091472626,0.0385645367205143,0.6440269947052002,3,ma-manchesterbythesea_civicplus_06112020-2080.txt
0.9160105586051941,0.03595120087265968,0.03877374157309532,0.009264472872018814,0,ma-gardner_civicplus_06092020-2641.txt
0.9633110761642456,0.014110246673226357,0.010545697063207626,0.012032980099320412,0,mn-northstpaul_civicplus_06092020-758.txt
0.9730787873268127,0.008031131699681282,0.007324934937059879,0.01156510692089796,0,ma-concord_civicplus_06092020-7744.txt
0.8715053200721741,0.009354550391435623,0.10417655110359192,0.014963628724217415,0,ma-concord_civicplus_06092020-7750.txt
0.00019031116971746087,0.00017949490575119853,0.9994350075721741,0.00019519870693329722,2,ks-springhill2_civicplus_06112020-620.txt
0.985852837562561,0.009389843791723251,0.0023767624516040087,0.002380569465458393,0,nv-nyecounty_civicplus_06112020-3264.txt
0.9415232539176941,0.030891157686710358,0.013310426846146584,0.014275209046900272,0,ca-modesto_civicplus_06152020-1062.txt
0.7717335820198059,0.13668285310268402,0.03791292756795883,0.05367059260606766,0,in-tippecanoecounty_civicplus_06122020-1445.txt
0.2696587145328522,0.05050678178668022,0.5259152054786682,0.1539192497730255,2,ct-bristol_civicplus_06092020-4259.txt
0.9748886823654175,0.01515098288655281,0.00436587305739522,0.005594511982053518,0,nm-raton_civicplus_06092020-725.txt
0.9772087931632996,0.008910279721021652,0.003377208486199379,0.010503686033189297,0,tx-mineralwells2_civicplus_06102020-361.txt
0.9471089243888855,0.010401078499853611,0.02342071570456028,0.019069258123636246,0,il-skokie_civicplus_06102020-1002.txt
0.8911855220794678,0.018745509907603264,0.006955950986593962,0.08311299979686737,0,fl-panamacity_civicplus_06092020-450.txt
0.9037631750106812,0.01671348512172699,0.014008350670337677,0.0655149593949318,0,in-fishers2_civicplus_06102020-1445.txt
0.80733722448349,0.006919609848409891,0.0002850061864592135,0.18545816838741302,0,tx-angleton_civicplus_06092020-815.txt
0.9205496907234192,0.024861274287104607,0.02602826990187168,0.02856074646115303,0,md-wicomicocounty_civicplus_06152020-687.txt
0.5488784909248352,0.2366156131029129,0.12709446251392365,0.08741144090890884,0,ut-saratogasprings_civicplus_06112020-770.txt
0.5201511383056641,0.47052034735679626,0.005542614497244358,0.003785965032875538,0,or-lanerapa_civicplus_06112020-138.txt
0.9721179008483887,0.010697330348193645,0.0067963493056595325,0.010388430207967758,0,la-batonrouge_civicplus_06152020-770.txt
0.9467048645019531,0.017441406846046448,0.018166910856962204,0.017686855047941208,0,ma-middleton_civicplus_06162020-1666.txt
0.8297080993652344,0.05666979402303696,0.09222070872783661,0.021401401609182358,0,mn-littlecanada_civicplus_06102020-322.txt
0.9550624489784241,0.01133222971111536,0.022661680355668068,0.0109436409547925,0,az-pinetoplakeside_civicplus_06112020-756.txt
0.889156699180603,0.048498641699552536,0.03298412263393402,0.029360542073845863,0,ma-northampton2_civicplus_06122020-4895.txt
0.559083878993988,0.344719797372818,0.019869161769747734,0.07632718980312347,0,nj-plainsboro_civicplus_06102020-515.txt
0.9038078784942627,0.0032461697701364756,0.08564674854278564,0.0072991675697267056,0,ma-falmouth_civicplus_06102020-11902.txt
0.6822509169578552,0.304220587015152,0.006467857863754034,0.007060643285512924,0,ks-atchisoncounty4_civicplus_06092020-822.txt
0.9549370408058167,0.016987739130854607,0.011728382669389248,0.016346849501132965,0,de-newcastlecounty_civicplus_06162020-1922.txt
0.9432469010353088,0.013623839244246483,0.025203755125403404,0.017925482243299484,0,nm-lascruces_civicplus_06102020-665.txt
0.8597652912139893,0.022414324805140495,0.026391848921775818,0.09142852574586868,0,ok-ardmore_civicplus_06092020-1057.txt
0.9939114451408386,0.002897484228014946,0.001488871406763792,0.001702170935459435,0,nv-nyecounty_civicplus_06102020-3262.txt
0.9616102576255798,0.016825824975967407,0.011584718711674213,0.009979131631553173,0,ma-ipswich_civicplus_06092020-4732.txt
0.43242084980010986,0.4128323793411255,0.14705297350883484,0.007693756837397814,0,tx-galveston_civicplus_06092020-3434.txt
0.7689768075942993,0.02127189002931118,0.009650702588260174,0.2001006156206131,0,fl-dunnellon_civicplus_06162020-1030.txt
0.0007656310917809606,0.0008963378495536745,0.00176266732160002,0.9965754151344299,3,mn-anokacounty2_civicplus_06092020-1637.txt
0.9754580855369568,0.007244492415338755,0.008430910296738148,0.008866535499691963,0,mo-bluesprings2_civicplus_06152020-1405.txt
0.7079961895942688,0.10139019042253494,0.09655972570180893,0.09405389428138733,0,nj-rockaway_civicplus_06092020-675.txt
0.9948129653930664,0.0022386228665709496,0.0016648588934913278,0.0012835224624723196,0,mn-stcloudcmesb_civicplus_06122020-670.txt
0.9580233693122864,0.007142855320125818,0.01087135449051857,0.023962395265698433,0,ma-ipswich_civicplus_06112020-4740.txt
0.35017919540405273,0.0026776818558573723,0.35314369201660156,0.29399943351745605,2,mo-bluesprings2_civicplus_06152020-1411.txt
0.9527625441551208,0.019027279689908028,0.014348446391522884,0.013861755840480328,0,tx-flowermound2_civicplus_06102020-3673.txt
0.9128066897392273,0.009910080581903458,0.042083919048309326,0.035199299454689026,0,ma-agawam_civicplus_06112020-1190.txt
0.9662799835205078,0.008813338354229927,0.012154572643339634,0.01275207381695509,0,in-stjosephcounty_civicplus_06162020-969.txt
0.00044874174636788666,0.7191281318664551,0.0441179983317852,0.2363051027059555,1,wa-mountvernon2_civicplus_06102020-1393.txt
0.933419942855835,0.03341127559542656,0.01590714044868946,0.017261644825339317,0,tx-kemah_civicplus_06102020-444.txt
0.9549764394760132,0.018987368792295456,0.014176152646541595,0.011860032565891743,0,il-rockisland2_civicplus_06102020-572.txt
0.8374171853065491,0.05811981484293938,0.050478436052799225,0.053984519094228745,0,oh-westlake_civicplus_06092020-823.txt
0.9634978175163269,0.013125442899763584,0.011391420848667622,0.01198526006191969,0,ia-grinnell2_civicplus_06092020-480.txt
0.8058639764785767,0.05575365945696831,0.015936169773340225,0.12244623154401779,0,ut-highlandcity_civicplus_06102020-552.txt
0.0025027284864336252,0.0007971039158292115,0.9950162768363953,0.0016838563606142998,2,wi-bayfieldcounty2_civicplus_06112020-2218.txt
0.9135034084320068,0.04561017081141472,0.025558283552527428,0.015328073874115944,0,tx-mineralwells2_civicplus_06102020-360.txt
0.8688843250274658,0.016788369044661522,0.020322268828749657,0.09400510042905807,0,nm-silvercity_civicplus_06102020-210.txt
0.943973183631897,0.032706789672374725,0.01183890551328659,0.011481067165732384,0,ct-enfield_civicplus_06092020-3966.txt
0.8563140034675598,0.018022481352090836,0.010029136203229427,0.11563434451818466,0,ok-kaycounty_civicplus_06092020-638.txt
0.01447030995041132,0.0005733223515562713,0.9844257235527039,0.0005306340171955526,2,wi-sawyercounty_civicplus_06102020-1321.txt
0.005150615703314543,0.7147518992424011,0.24219006299972534,0.0379074402153492,1,nj-holmdeltownship_civicplus_06092020-617.txt
0.9495347142219543,0.024446647614240646,0.015667660161852837,0.010351003147661686,0,or-klamathcounty_civicplus_06092020-869.txt
0.9434443712234497,0.020998360589146614,0.019614314660429955,0.015942931175231934,0,oh-mayfieldheights_civicplus_06102020-699.txt
0.941591739654541,0.014896654523909092,0.028628816828131676,0.014882802963256836,0,ma-concord_civicplus_06092020-7745.txt
0.9835056662559509,0.003474039491266012,0.010599729605019093,0.0024205506779253483,0,ca-woodland_civicplus_06102020-175.txt
0.7275086641311646,0.005665675271302462,0.005434013437479734,0.26139166951179504,0,wi-lodi_civicplus_06092020-1296.txt
0.9666269421577454,0.011906972154974937,0.009693477302789688,0.01177260372787714,0,ia-oskaloosa_civicplus_06102020-1194.txt
