Topic1,Topic2,Automated_topic_id,Filename
0.7040485739707947,0.2959514558315277,0,va-powhatancounty_civicplus_06112020-771.txt
0.9737663865089417,0.02623356133699417,0,tx-galveston2_civicplus_06112020-3436.txt
0.9772331118583679,0.022766923531889915,0,nm-lascruces_civicplus_06092020-666.txt
0.8850176334381104,0.11498236656188965,0,il-vernontownship_civicplus_06112020-177.txt
0.0006198569899424911,0.9993801712989807,1,wi-riverfalls_civicplus_06092020-908.txt
0.9912176132202148,0.008782345801591873,0,ct-bristol2_civicplus_06102020-4264.txt
0.9619930386543274,0.03800695016980171,0,ma-hingham_civicplus_06112020-5604.txt
0.9758623838424683,0.024137618020176888,0,ma-lincoln2_civicplus_06132020-3498.txt
0.991071879863739,0.008928077295422554,0,ut-kaysville_civicplus_06112020-516.txt
0.9481616020202637,0.05183838680386543,0,wi-walworthcounty_civicplus_06092020-1018.txt
0.9828084111213684,0.017191588878631592,0,wv-fairmont_civicplus_06102020-402.txt
0.9959415793418884,0.004058371298015118,0,ma-everett_civicplus_06092020-1583.txt
0.9887146949768066,0.011285300366580486,0,ma-nantucket_civicplus_06102020-8590.txt
0.9892643094062805,0.010735680349171162,0,ut-summitcounty_civicplus_06092020-2446.txt
0.9869306683540344,0.013069330714643002,0,ca-contracostacounty2_civicplus_06102020-2717.txt
0.9630070328712463,0.03699295595288277,0,nj-rockaway_civicplus_06102020-676.txt
0.9930385947227478,0.006961342412978411,0,nc-wrightsvillebeach_civicplus_06112020-329.txt
0.9968151450157166,0.003184814238920808,0,ca-saratoga_civicplus_06102020-649.txt
0.9579234719276428,0.04207649081945419,0,co-arapahoecounty2_civicplus_06092020-2107.txt
0.9550139307975769,0.044986121356487274,0,va-colonialheights2_civicplus_06092020-402.txt
0.9405372142791748,0.05946275591850281,0,ct-bristol_civicplus_06092020-4263.txt
0.9600910544395447,0.03990895301103592,0,ca-placercounty_civicplus_06092020-3357.txt
0.7093251943588257,0.2906748056411743,0,ct-clinton_civicplus_06102020-5655.txt
0.9826853275299072,0.01731463149189949,0,vt-winooski_civicplus_06112020-665.txt
0.9854062795639038,0.014593662694096565,0,ia-floydcounty_civicplus_06092020-923.txt
0.988968014717102,0.011032006703317165,0,wi-mountpleasant_civicplus_06112020-333.txt
0.960294246673584,0.03970573469996452,0,fl-davie_civicplus_06092020-690.txt
0.9896273612976074,0.010372661054134369,0,mo-bluesprings2_civicplus_06152020-1402.txt
0.9496629238128662,0.05033709853887558,0,tx-westuniversityplace_civicplus_06112020-788.txt
0.9937877058982849,0.0062123448587954044,0,md-universitypark_civicplus_06112020-470.txt
0.9644302129745483,0.03556977957487106,0,nc-sanford_civicplus_06092020-499.txt
0.957389771938324,0.04261019825935364,0,nj-eastamwelltownship_civicplus_06102020-737.txt
0.997305691242218,0.0026942670810967684,0,ca-cloverdale_civicplus_06102020-927.txt
0.971173882484436,0.02882605791091919,0,nj-franklintownshipgloucester_civicplus_06092020-540.txt
0.9525715708732605,0.04742838442325592,0,tx-kemah_civicplus_06102020-443.txt
0.36242344975471497,0.6375765204429626,1,la-shreveport_civicplus_06092020-967.txt
0.9815443754196167,0.018455611541867256,0,ma-lincoln2_civicplus_06112020-3497.txt
0.9906885027885437,0.009311561472713947,0,oh-athens2_civicplus_06092020-999.txt
0.9578332304954529,0.042166780680418015,0,mo-poplarbluff_civicplus_06112020-1815.txt
0.34537479281425476,0.6546251773834229,1,ks-derbyreccommission2_civicplus_06092020-151.txt
0.991377592086792,0.008622377179563046,0,az-lapazcounty_civicplus_06102020-825.txt
0.9855119585990906,0.014488041400909424,0,nh-lebanon_civicplus_06102020-2184.txt
0.9850114583969116,0.014988486655056477,0,ma-middleton_civicplus_06122020-1668.txt
0.9821447730064392,0.017855167388916016,0,wa-bothell_civicplus_06092020-607.txt
0.9975083470344543,0.002491643885150552,0,me-kennebunk2_civicplus_06102020-2403.txt
0.9500726461410522,0.04992729052901268,0,ga-avondaleestates_civicplus_06092020-1044.txt
0.8204314708709717,0.17956851422786713,0,ca-wrcog_civicplus_06102020-422.txt
0.9924988150596619,0.00750122731551528,0,ny-mamakating_civicplus_06092020-770.txt
0.946759045124054,0.053240932524204254,0,tx-kemah_civicplus_06102020-442.txt
0.9803370237350464,0.01966300792992115,0,ia-hardincounty_civicplus_06102020-1725.txt
0.9964472651481628,0.0035527441650629044,0,de-newcastlecounty_civicplus_06112020-1918.txt
0.9781106114387512,0.021889369934797287,0,ct-enfield2_civicplus_06102020-3965.txt
0.9888564348220825,0.011143596842885017,0,ca-southgate_civicplus_06112020-1410.txt
0.9847762584686279,0.015223797410726547,0,nc-carrboro_civicplus_06102020-3798.txt
0.9829765558242798,0.017023440450429916,0,il-skokie_civicplus_06102020-1005.txt
0.9124704003334045,0.08752964437007904,0,tx-plano2_civicplus_06112020-3349.txt
0.8930927515029907,0.10690725594758987,0,nc-yadkincounty_civicplus_06112020-626.txt
0.899566113948822,0.10043388605117798,0,ma-northampton_civicplus_06102020-4909.txt
0.9773565530776978,0.022643394768238068,0,sd-pierre_civicplus_06092020-1679.txt
0.9900769591331482,0.009923091158270836,0,ct-clinton_civicplus_06102020-5654.txt
0.9260554313659668,0.073944590985775,0,fl-jupiter2_civicplus_06162020-1000.txt
0.9959757328033447,0.004024229012429714,0,nv-nyecounty_civicplus_06112020-3263.txt
0.9843055009841919,0.015694478526711464,0,ut-highlandcity_civicplus_06092020-550.txt
0.8068662285804749,0.19313374161720276,0,va-colonialheights2_civicplus_06092020-403.txt
